Latin,Français
"rapproché de celui des Parisiens, supposent qu'il s'agit des habitants de Meaux.","rapproché de celui des Parisiens, supposent qu'il s'agit des habitants de Meaux."
"Quoique situés dans l'intérieur des terres, ils n'en pouvaient pas moins construire des vaisseaux, puisqu'ils avaient à leur disposition la Marne et la Seine pour les conduire vers César.","Quoique situés dans l'intérieur des terres, ils n'en pouvaient pas moins construire des vaisseaux, puisqu'ils avaient à leur disposition la Marne et la Seine pour les conduire vers César."
"Page 16 : 2. Eduus. Le territoire des Éduens forme aujourd'hui les départements de la Côte-d'Or, de la Nièvre, de Saône-et-Loire et du Rhône.","Page 16 : 2. Eduus. Le territoire des Éduens forme aujourd'hui les départements de la Côte-d'Or, de la Nièvre, de Saône-et-Loire et du Rhône."
"De quo antea dictum est. Voy. liv. I, ch. III.","De quo antea dictum est. Voy. liv. I, ch. III."
Page 18 : 1. Religionibus. Sans doute les auspices lui étaient con-,Page 18 : 1. Religionibus. Sans doute les auspices lui étaient con-
"Page 20 : 1. Corus. Senèque, Questions naturelles, liv. V. ch. XVI :","Page 20 : 1. Corus. Senèque, Questions naturelles, liv. V. ch. XVI :"
"A solstitiali occidente Corus venit, qui apud quidam Argestes dicitur.","A solstitiali occidente Corus venit, qui apud quidam Argestes dicitur."
"Page 24 : 1. Eam partem insulz. Voy. liv. IV, ch. XXIII.","Page 24 : 1. Eam partem insulz. Voy. liv. IV, ch. XXIII."
Page 26 : 1. Millia passuum duodecim. Un peu plus de dix-sept kilomètres et demi.,Page 26 : 1. Millia passuum duodecim. Un peu plus de dix-sept kilomètres et demi.
"Page 28 : 1. Testudine facta. Tite Live, XLIV, IX : Quadrato agmine facto, scutis super capita densatis, stantibus primis, secundis submissioribus, tertiiis magis et quartis, postremis etiam genu nixis, fastigatam, sicuti tecta ardificiorum sunt, testudinem faciebant.","Page 28 : 1. Testudine facta. Tite Live, XLIV, IX : Quadrato agmine facto, scutis super capita densatis, stantibus primis, secundis submissioribus, tertiiis magis et quartis, postremis etiam genu nixis, fastigatam, sicuti tecta ardificiorum sunt, testudinem faciebant."
"Page 32 : 1. Millia passuum octoginta, quatre-vingts milles, c'est-à-dire près de cent dix-huit kilomètres.","Page 32 : 1. Millia passuum octoginta, quatre-vingts milles, c'est-à-dire près de cent dix-huit kilomètres."
"Page 34 : 1. Cantium. Le Cantium prit plus tard le nom de comté de Kent, et sa ville principale, Durovernum, celui de Canterbury (ou Cantorbéry).","Page 34 : 1. Cantium. Le Cantium prit plus tard le nom de comté de Kent, et sa ville principale, Durovernum, celui de Canterbury (ou Cantorbéry)."
Page 36 : 1. Millia passuum quingenta. Ces cinq cents milles représentent sept cent trente-six de nos kilomètres.,Page 36 : 1. Millia passuum quingenta. Ces cinq cents milles représentent sept cent trente-six de nos kilomètres.
"Mona. L'île de Man, vraisemblablement, quoique quelques auteurs compétents, parmi lesquels d'Anville, croient que c'est l'île d'Anglesey dont il est parlé ici.","Mona. L'île de Man, vraisemblablement, quoique quelques auteurs compétents, parmi lesquels d'Anville, croient que c'est l'île d'Anglesey dont il est parlé ici."
Certis ex aqua mensuris. Les clepsydres on horloges d'eau.,Certis ex aqua mensuris. Les clepsydres on horloges d'eau.
Septingentorum millium. Mille trente kilomètres ou deux cent cinquante-sept lieues et demie.,Septingentorum millium. Mille trente kilomètres ou deux cent cinquante-sept lieues et demie.
"Millia passuum octingenta. Onze cent soixante-dix-sept kilomètres et demi, ou à peu près deux cent quatre-vingt-quatre-quinze lieues.","Millia passuum octingenta. Onze cent soixante-dix-sept kilomètres et demi, ou à peu près deux cent quatre-vingt-quatre-quinze lieues."
"Vicies centum millium passuum. Deux mille neuf cent cinquante-quatre kilomètres, ou sept cent trente-huit lieues et demie.","Vicies centum millium passuum. Deux mille neuf cent cinquante-quatre kilomètres, ou sept cent trente-huit lieues et demie."
"Page 44 : 1. Signis, les enseignes, c'est-à-dire les cohortes. Saluste, Catilina, ch. LIX : Octo cohortes in fronte constituit, religua sigma in subsidio arctius collocat.","Page 44 : 1. Signis, les enseignes, c'est-à-dire les cohortes. Saluste, Catilina, ch. LIX : Octo cohortes in fronte constituit, religua sigma in subsidio arctius collocat."
Page 46 : 1. Ut supra demonstruimus. Voy. à la fin du ch. XVII.,Page 46 : 1. Ut supra demonstruimus. Voy. à la fin du ch. XVII.
